,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age_in_years,Dt_Customer_Day,Dt_Customer_Month,Dt_Customer_Year,TotalMntSpent,Total_Number_Purchases,Age Segmentation
1195,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,Central America,50,29,3,2014,769,21,Between 45 and 54
1196,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,Australia,50,29,3,2014,769,21,Between 45 and 54
1197,PhD,Together,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,Spain,65,16,2,2014,49,5,Between 55 and 64
1198,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,Germany,49,13,2,2014,38,5,Between 45 and 54
1199,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,Central America,49,13,2,2014,38,5,Between 45 and 54
1200,Graduation,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,South America,70,3,1,2014,94,9,Above 65 years
1201,Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,South America,49,26,12,2013,57,11,Between 45 and 54
1202,Graduation,Together,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,Spain,39,9,12,2013,119,7,Between 35 and 44
1203,PhD,Together,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,Germany,40,25,10,2013,1244,17,Between 35 and 44
1204,PhD,Together,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,Australia,40,25,10,2013,1244,17,Between 35 and 44
1205,Graduation,Together,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,South America,51,24,10,2013,960,17,Between 45 and 54
1206,2n Cycle,Together,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,Spain,55,20,10,2013,47,5,Between 55 and 64
1207,PhD,Married,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,Spain,47,25,9,2013,170,9,Between 45 and 54
1208,Graduation,Single,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,Spain,44,21,8,2013,94,7,Between 35 and 44
1209,Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,Spain,50,11,8,2013,54,6,Between 45 and 54
1210,PhD,Together,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,Spain,70,8,6,2013,1165,17,Above 65 years
1211,2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,Spain,67,3,6,2013,981,21,Above 65 years
1212,Graduation,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,Spain,74,29,5,2013,990,17,Above 65 years
1213,Graduation,Together,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,India,44,6,5,2013,486,16,Between 35 and 44
1214,Graduation,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,Spain,54,31,3,2013,74,9,Between 45 and 54
1215,Graduation,Together,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,Central America,49,2,3,2013,1580,24,Between 45 and 54
1216,Graduation,Single,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,Australia,45,2,1,2013,72,7,Between 45 and 54
1217,Graduation,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,Spain,60,18,12,2012,384,20,Between 55 and 64
1218,2n Cycle,Together,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,Spain,58,4,11,2012,1211,32,Between 55 and 64
1219,PhD,Together,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,South America,45,2,11,2012,1240,26,Between 45 and 54
1220,Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,South America,57,8,9,2012,353,18,Between 55 and 64
1221,Graduation,Single,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,South America,41,23,6,2014,1792,17,Between 35 and 44
1222,Graduation,Together,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,India,46,11,6,2014,45,10,Between 45 and 54
1223,Graduation,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,Spain,57,9,6,2014,41,5,Between 55 and 64
1224,Graduation,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,Spain,47,24,5,2014,973,27,Between 45 and 54
1225,Graduation,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,Spain,62,20,4,2014,96,6,Between 55 and 64
1226,Graduation,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,South America,62,6,4,2014,48,10,Between 55 and 64
1227,Master,Single,49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,Australia,71,29,8,2013,65,6,Above 65 years
1228,PhD,Together,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,South America,57,20,8,2013,122,8,Between 55 and 64
1229,2n Cycle,Widow,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,South America,62,12,7,2013,23,4,Between 55 and 64
1230,Master,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,Spain,62,14,6,2013,43,5,Between 55 and 64
1231,Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,Spain,59,19,1,2013,114,8,Between 55 and 64
1232,PhD,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,Spain,61,19,1,2013,1232,21,Between 55 and 64
1233,Master,Together,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,Australia,67,19,11,2012,1957,27,Above 65 years
1234,Graduation,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,Spain,66,22,10,2012,377,18,Above 65 years
1235,Graduation,Together,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,United States of America,54,26,9,2012,586,22,Between 45 and 54
1236,Graduation,Together,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,India,54,26,9,2012,586,22,Between 45 and 54
1237,PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,Spain,68,22,9,2012,1662,33,Above 65 years
1238,Graduation,Together,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,Spain,28,22,8,2012,1004,21,Between 25 and 34
1239,Graduation,Together,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,Spain,57,16,8,2012,279,13,Between 55 and 64
1240,PhD,Together,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,Germany,50,11,8,2012,1226,23,Between 45 and 54
1241,PhD,Together,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,Central America,76,10,6,2014,444,22,Above 65 years
1242,PhD,Together,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,South America,76,10,6,2014,444,22,Above 65 years
1243,Master,Divorced,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,United States of America,67,5,5,2014,222,10,Above 65 years
1244,Graduation,Together,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Germany,43,2,5,2014,1440,21,Between 35 and 44
1245,Graduation,Together,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Australia,43,2,5,2014,1440,21,Between 35 and 44
1246,Master,Married,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,Spain,71,19,4,2014,406,15,Above 65 years
1247,PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,Spain,54,18,4,2014,149,10,Between 45 and 54
1248,Master,Together,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,South America,53,23,3,2014,34,5,Between 45 and 54
1249,2n Cycle,Married,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,South America,40,16,2,2014,683,20,Between 35 and 44
1250,PhD,Married,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,Spain,38,6,2,2014,1512,22,Between 35 and 44
1251,Master,Together,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,Spain,48,21,1,2014,61,11,Between 45 and 54
1252,Master,Married,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,South America,48,12,12,2013,396,16,Between 45 and 54
1253,Graduation,Married,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,South America,53,14,11,2013,1047,16,Between 45 and 54
1254,PhD,Together,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,Spain,31,6,10,2013,1598,24,Between 25 and 34
1255,Master,Married,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,Spain,41,2,10,2013,62,7,Between 35 and 44
1256,PhD,Married,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,Spain,51,18,8,2013,235,17,Between 45 and 54
1257,Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,Spain,43,7,8,2013,424,15,Between 35 and 44
1258,Graduation,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,Spain,33,4,7,2013,34,5,Between 25 and 34
1259,Graduation,Together,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,Spain,46,4,6,2013,662,20,Between 45 and 54
1260,Graduation,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,Spain,47,3,6,2013,1237,20,Between 45 and 54
1261,Master,Together,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,Australia,59,11,5,2013,318,11,Between 55 and 64
1262,Master,Together,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,Germany,59,11,5,2013,318,11,Between 55 and 64
1263,Graduation,Single,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,India,49,13,4,2013,5,0,Between 45 and 54
1264,Graduation,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,Spain,65,22,3,2013,275,14,Between 55 and 64
1265,PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,Spain,73,3,3,2013,2231,15,Above 65 years
1266,Graduation,Married,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,Spain,51,26,2,2013,1286,22,Between 45 and 54
1267,Graduation,Married,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,Central America,53,2,2,2013,910,26,Between 45 and 54
1268,Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,South America,66,17,1,2013,957,23,Above 65 years
1269,Master,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,Spain,38,5,12,2012,27,4,Between 35 and 44
1270,2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,Spain,27,18,9,2012,1365,28,Between 25 and 34
1271,PhD,Married,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,India,47,12,9,2012,1835,28,Between 45 and 54
1272,Graduation,Together,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,Spain,73,30,8,2012,114,7,Above 65 years
1273,Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,Central America,45,17,8,2012,436,20,Between 45 and 54
1274,Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,South America,45,17,8,2012,436,20,Between 45 and 54
1275,PhD,Together,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,Spain,74,13,5,2014,1348,21,Above 65 years
1276,2n Cycle,Divorced,41713.0,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,Central America,58,29,4,2014,174,13,Between 55 and 64
1277,PhD,Married,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,South America,68,2,2,2014,825,22,Above 65 years
1278,2n Cycle,Married,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,Spain,50,19,1,2014,909,22,Between 45 and 54
1279,PhD,Married,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,Germany,71,12,12,2013,1507,20,Above 65 years
1280,Graduation,Together,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,South America,62,30,8,2013,32,6,Between 55 and 64
1281,Graduation,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,Spain,54,9,8,2013,882,23,Between 45 and 54
1282,Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,Spain,74,29,7,2013,1424,27,Above 65 years
1283,PhD,Widow,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,South America,75,22,7,2013,32,6,Above 65 years
1284,Graduation,Single,51411.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,Australia,40,17,6,2013,46,7,Between 35 and 44
1285,Graduation,Single,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,Spain,40,17,6,2013,46,7,Between 35 and 44
1286,Graduation,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,Australia,44,12,6,2013,606,23,Between 35 and 44
1287,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,Germany,70,12,5,2013,1574,20,Above 65 years
1288,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,Spain,70,12,5,2013,1574,20,Above 65 years
1289,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,Central America,70,12,5,2013,1574,20,Above 65 years
1290,PhD,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,Spain,54,8,5,2013,1173,19,Between 45 and 54
1291,Master,Married,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,Spain,71,15,4,2013,143,7,Above 65 years
1292,PhD,Single,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,Spain,44,1,3,2013,795,21,Between 35 and 44
1293,PhD,Married,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,Spain,57,16,2,2013,1305,28,Between 55 and 64
1294,PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,Spain,46,22,12,2012,1277,24,Between 45 and 54
1295,Master,Together,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,South America,53,29,10,2012,1531,25,Between 45 and 54
1296,PhD,Together,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,Central America,70,9,10,2012,1021,26,Above 65 years
1297,Graduation,Together,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,Spain,41,17,8,2012,79,10,Between 35 and 44
1298,Graduation,Single,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,Spain,34,18,5,2014,25,5,Between 25 and 34
1299,PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,South America,74,4,5,2014,62,9,Above 65 years
1300,Graduation,Married,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,Germany,70,30,4,2014,65,8,Above 65 years
1301,Graduation,Together,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,India,57,21,4,2014,36,6,Between 55 and 64
1302,PhD,Married,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,Spain,54,27,1,2014,38,6,Between 45 and 54
1303,Graduation,Single,65333.0,0,1,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,Central America,49,17,1,2014,798,28,Between 45 and 54
1304,Graduation,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,Spain,70,10,11,2013,940,16,Above 65 years
1305,Graduation,Married,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,Spain,51,6,11,2013,1179,18,Between 45 and 54
1306,Graduation,Together,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,Spain,75,24,8,2013,1734,26,Above 65 years
1307,Graduation,Together,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,Spain,67,15,4,2013,545,18,Above 65 years
1308,Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,Spain,40,20,3,2013,24,4,Between 35 and 44
1309,Graduation,Single,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,Spain,51,17,1,2013,1968,20,Between 45 and 54
1310,Graduation,Absurd,79244.0,0,0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,Australia,29,19,12,2012,1216,22,Between 25 and 34
1311,PhD,Married,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,Central America,65,7,11,2012,729,17,Between 55 and 64
1312,Graduation,Single,58138.0,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,United States of America,65,4,9,2012,1617,25,Between 55 and 64
1313,Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,Central America,69,24,4,2014,459,16,Above 65 years
1314,PhD,Married,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,Central America,67,12,3,2014,731,22,Above 65 years
1315,Graduation,Together,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,Spain,46,17,1,2014,20,5,Between 45 and 54
1316,Graduation,Together,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,Spain,50,22,10,2013,823,22,Between 45 and 54
1317,Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,South America,47,16,9,2013,64,7,Between 45 and 54
1318,Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,Spain,50,29,7,2013,102,8,Between 45 and 54
1319,Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,South America,51,14,7,2013,779,26,Between 45 and 54
1320,PhD,Widow,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,Spain,79,6,7,2013,1060,27,Above 65 years
1321,Graduation,Together,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,Central America,43,20,4,2013,1169,27,Between 35 and 44
1322,Graduation,Married,71855.0,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,South America,45,16,1,2013,1141,25,Between 45 and 54
1323,Basic,Married,7500.0,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,United States of America,46,13,11,2012,61,6,Between 45 and 54
1324,PhD,Married,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,India,51,16,10,2012,1086,19,Between 45 and 54
1325,PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,Spain,45,13,10,2012,269,13,Between 45 and 54
1326,Graduation,Single,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,Spain,71,12,5,2014,1336,19,Above 65 years
1327,PhD,Married,84117.0,0,0,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,Central America,66,11,5,2014,1566,24,Above 65 years
1328,2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,Germany,64,30,3,2014,61,7,Between 55 and 64
1329,Master,Married,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,Spain,49,30,12,2013,70,6,Between 45 and 54
1330,Graduation,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,South America,54,9,12,2013,1295,18,Between 45 and 54
1331,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,Australia,57,11,10,2013,411,21,Between 55 and 64
1332,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,South America,57,11,10,2013,411,21,Between 55 and 64
1333,Graduation,Widow,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,Spain,73,22,9,2013,926,22,Above 65 years
1334,Graduation,Married,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,United States of America,49,11,9,2013,1211,28,Between 45 and 54
1335,Master,Together,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,Spain,71,7,9,2013,11,4,Above 65 years
1336,PhD,Married,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,Spain,55,20,8,2013,772,22,Between 55 and 64
1337,Graduation,Together,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,Germany,70,18,7,2013,70,9,Above 65 years
1338,Graduation,Single,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,Spain,32,23,4,2013,1544,28,Between 25 and 34
1339,PhD,Married,82333.0,0,0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,Germany,36,30,3,2013,1822,18,Between 35 and 44
1340,Graduation,Widow,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,Spain,73,27,2,2013,1429,21,Above 65 years
1341,PhD,Together,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,Spain,40,11,2,2013,159,11,Between 35 and 44
1342,Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,India,66,24,12,2012,764,23,Above 65 years
1343,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,South America,43,10,10,2012,31,6,Between 35 and 44
1344,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,Spain,43,10,10,2012,31,6,Between 35 and 44
1345,PhD,Married,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,South America,35,1,10,2012,1250,19,Between 35 and 44
1346,Master,Married,81929.0,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,1,0,Australia,46,29,9,2012,2053,20,Between 45 and 54
1347,PhD,Together,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,Australia,69,7,8,2012,480,23,Above 65 years
1348,Master,Married,60432.0,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,South America,49,9,3,2014,401,19,Between 45 and 54
1349,Master,Married,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,Spain,65,12,1,2014,438,17,Between 55 and 64
1350,Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,India,63,6,1,2014,995,16,Between 55 and 64
1351,2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,India,47,17,12,2013,369,13,Between 45 and 54
1352,PhD,Married,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Germany,50,16,9,2013,19,4,Between 45 and 54
1353,PhD,Married,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,Central America,63,7,7,2013,106,9,Between 55 and 64
1354,Graduation,Together,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,Spain,56,28,6,2013,832,26,Between 55 and 64
1355,Graduation,Together,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,Spain,63,22,5,2013,1957,20,Between 55 and 64
1356,Graduation,Together,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,Central America,63,22,5,2013,1957,20,Between 55 and 64
1357,Graduation,Married,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,Spain,67,11,5,2013,99,7,Above 65 years
1358,Graduation,Divorced,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,Spain,66,11,3,2013,28,5,Above 65 years
